postId	message
100488814000_10151156482164001	"Boycotting Kellogs till the GMO'S are removed and REAL NON GMO ingredients are used instead.  Oh, might wanna think about the artificial colors and what not also.  Have a nice day!"
167890209688_10150766492509689	I just wanna thank Victor Hernandez customer service in Kissimmee Vine St. for my checks!!! He took the time to order my checks and I am very happy with his service :)
117497138610_10151220481023611	I am getting very frusrated dealing with this company.I purchased a 500.00 item 2 weeks ago that i was told would be shipped in 5-7 days.I have called 2 times and keep getting told a different story for shipping.Also the same article i am waiting for is advertised if bought by dec19 you will get by dec25.I am very disappointed.
179590995428478_341923495861893	Seeing how you dont want to support the McMillan Group (firearms manufacturer) Who also supplies our US Soldiers. I will no longer support your company. My accounts will be closed very soon. I hope all American customers do the same.  If you don't like guns than you don't like american money. Lets see what your stocks do now.
125472670805257_359688737383648	I am looking into a trip to South Africa in early October and will more than likely be flying Delta....yay!!
12699262021_10150512626527022	"what happened to video games sale of the day, and the large collection of video game clearence selection on bestbuy.com"
8103318119_10151157699288120	well let us see if the social media has any power at all. Dencia the closing manager at Target Clinton Keith store in Murrieta is rude. I work had for my money. I do not have to spend my money at Target. there are to many friendly stores to shop at in Murrieta & Temecula. Pass the word
92979593115_10150889386198116	"My mother-in-law shopped and had a script filled at the CVS on Wisconsin Ave. in Bethesda today and then went to the shop next door.  In the few minutes it took her to walk back, CVS had her car towed and charged her 150.00 to get it back.  Shame on you.  Our family will take our business elsewhere."
147285781446_10151136537846447	"I always thought highly of Dicks until today. Loyalty program be d@mmed I will not be back even if you reverse your decision.  I will go to Gander, Cabellas, Academy Sports, and other several local gun stores for supplies.  If you just had a backbone. Oh well at least now we know"
117497138610_10151112096398611	"At this point, I'm just going to make sure word gets out everywhere that the management of the Dubuque store at 55 JFK Road takes 'found' items, holds them in the office, and then gives them to their employees, like Heather Clarke.  And that all Walgreens will do is send a $25 gift card when they're busted for redistributing stolen items.  Not even an apology. You have your DM call me, and never follow up. Big deal. I want someone over the DM for the stores in Iowa, and I want real resolution.  Your employees treat their lost and found like a grab bag of toys, and everyone involved is still employed, and still robbing customers.  I will post all over the internet, and tell everyone I meet, and have it go viral.  People WILL KNOW THAT WALGREENS CONDONES STEALING. Got it? I'm sick of this."
117497138610_10150476392543611	If your going to close pharmacy's early then make sure your 24 hour pharmacy has more staff. This is ridiculous! I should not have to sit in drive thru for 20 minutes before helped!
12699262021_10150695958052022	"Trying to add a phone to our account that arrived from CowBoom today which is a ""Best Buy Brand""...and after over AN HOUR, they have advised that the phone is authorized to another Sprint user. RIP OFF. Their suggestion is that we return the phone as there is nothing Sprint can do. CowBoom sold us a phone that is still registered to someone else. Way to go...returning asap. Don't recommend and sincerely disappointed."
108381603303_10151174952253304	"Although I have submitted an electronic claim for concern, just wanted to let you guys know to be careful when eating Milk Duds. As my husband and I were sharing a box I bit into a dud with a little something extra. It's a little white thing with a few dots and to me it looks like part of a tooth. I know what you all are thinking and the answer is no, it didn't come from my mouth. We checked and there are no missing bits from me!"
100488814000_10151001593424001	"ATTN: KELLOGGS OWNS  BEAR NAKED, WHOLESOME AND HEARTY, KASHI, MORNINGSTAR FARMS, AND NATURAL TOUCH. WE SHOULD BE BOYCOTTING THESE AS WELL! KEEP TOXIC GMOS OUT OF OUR FOOD!"
147285781446_10151136470336447	It's not sufficient to remove guns from your one store in Newtown. There can be victims tomorrow in any other part of the country. Remove it from everywhere!
17648521247_10151222301811248	"Kudos out to Kohl's Alameda,CA. store it looks amazing with your great Mgmt in place!! What a great difference and a pleasure to show there, once again!"
129945096760_10150514971381761	"Hey, I'm sitting here on hold to Dole cutomer ""service"".  Received a lovely slice of plastic in my bagged salad.  When I emailed to tell them, I got a phone number to call,  and now I sit on hold.  I have already told them the ISBN and product # and all other information but they have no respons by email.  I have to call THEM too.  In other words I have to jump through hoops because THEY made a dangerous and disgusting mistake with their product."
260431051694_10150912561896695	"talked to one of the workers for pepsico, i know hes just an average joe. but i told him about pestering you guys about bringing the original Pepsi one back. he just said to keep it up.  i will till it comes back."
104078918472_10151021268943473	"You make someone check a bag in which they are flying overnight - but wait there's A TON of room in overhead. You LOSE the luggage and send to a city in which the person is NOT even traveling. But wait, your customer service certain can't even locate the bag now. $700 for this flight. UNACCEPTABLE."
125472670805257_513250302027490	"Today is the day that you lost my business.  I am a Silver Medallion Member and previously loyal to your airline.  After today's customer service, I can honestly say I will never fly you ever again.  I say what I mean....just booked a $3000 worth of flights with a different airline.  Thought I should write to let you and the rest of your members know."
117497138610_10150700327768611	Something needs to be done about this particular policy... May use up to 2 coupons on a Buy 1 Get 1 Free sale as long as NET PRICE of ITEM!S! doesnt fall below 0... some stores say yes... This one store in Magnolia DE.. Especially cashier Annmarie A... Always refuses to accept 2 coupons despite me showing them the policy... So fed up with them treating me like I'm trying to steal from them... Glad CVS sticks to their policy cuz thats where I take my business when walgreens employees act like they dont want it..
117497138610_10151193853573611	"I am trying to respond to a message WALGREEN'S sent to me.    WHY do I need to verify WHO I am via FB, or any other social network?    That's just inviting identity theft!"
163478290365055_448151581897723	Thanks again for all you do for your customers and fans
17648521247_10150645864311248	I love Kohl's in Mankato go every weekend with my grandma.
179590995428478_319651928089050	BoA is more evil than satan and the pope put together.
179590995428478_365364043517838	Why would anyone in their right mind do business with you?
179590995428478_431393970248178	I'm an attorney trying to close a residential sale.  What's a good number for me to call to obtain mortgage discharge information for an old mortgage I found in an abstract?  Thank you.
179590995428478_437109276343314	Glad to see that BofA is no longer associated with ALEC!!!
6806028948_10150661538573949	"Hi, how do I enter the Valentine caption contest (online), please?"
6806028948_10151280531908949	Do not sponsor a debate that does not include all candidates.
7003656077_10150497795921078	"Dear American Airlines, I've read in some source in internet that AA ordered 8 B777-300ER, but some source said 10 airplanes, where's right? thanks before"
7003656077_10150964552451078	"Just back from Peru, had a fabulous trip, service was wonderful. Thank you American for good food and a good nights sleep after climbing Machu Picchu...My head is still in the clouds!"
92979593115_10150781295263116	I do not recommend their pharmacy as they have screwed me over many times...this last time has me moving on out
100488814000_10151062009074001	"Do the right thing, get rid of GMO's yesterday!!"
124728879505_10150458060254506	"I AM ASKING EVERY CITIZEN OF THE UNITED STATES, TO BOYCOTT CAMPBELLS SOUP !  WE DONT WANT HALAHL FOODS !!"
124728879505_10150582447729506	Where can I get coupons for Campbell's Spaghetti O's?
125472670805257_3484103737424	Back in ATL after a wonderful trip to JAC!
125472670805257_465066016845919	thank you Delta for continuing to fly to SRQ!!!
12699262021_10151319580697022	BestBuy has to have the WORST ONLINE ordering system!!!!
129945096760_10151089423856761	"""Dole shouldn't compound its problem of human rights abuses by seeking immunity from future crimes. If you don't want to be held accountable for crimes, simply don't commit them. Pull your name from the amicus brief you filed in the Shell v. Kiobel case now."""
129945096760_10151089428176761	"I thought Dole had entered the 21st century and ceased its exploitation of foreign locals. Please get with the program if you wish to remain the ""big banana."""
129945096760_10151103676496761	". Dole shouldn't compound its problem of human rights abuses by seeking immunity from future crimes. If you don't want to be held accountable for crimes, simply don't commit them. Pull your name from the amicus brief you filed in the Shell v. Kiobel case now"
129945096760_10151121359426761	Where are the photos from the Twin Cities Marathon?
163478290365055_464923013553913	Thank you for making up my mind.  I will no longer shop at Autozone.  Any company that acts as Autozone did towards Devin doesn't deserve my money.
167890209688_10151501204874689	What is the latest on your mobile deposit app?  It's still telling me that my account is restricted.  Has there been any progress in correcting the problem?
199504650087085_431170906920457	Now I was just reading a well written post and wanted to comment but it's been deleted.  United ???
21493231379_10151118578286380	I just got a discover card and like it.
313163945066_10151217174770067	US Bank Internet banking is a waste of time.
6806028948_10150663442898949	What is the scavenger hunt answer to to number 5?
7003656077_10151080244381078	@ Denver airport. Ran to catch the flight @ reached before the gates were closed but the agent still did not let me in. I told her this is ridiculous customer service & she did not care. Business travelers should just quit flying American. It is a mess !!
77978885595_10151913715010596	PetSmart is a great place to buy animal supplies!
78143372410_10151145246327411	We love the Safeway store here in tucson az
92979593115_10150652191593116	Please DO NOT change how my CVS advertise sales.
92979593115_10150656507308116	what is considered healthcare for the $3 off $10 healthcare purchase?
92979593115_10150998135723116	I entered yesterday using another browser and it worked.  But i never received the coupon in my inbox...?
124728879505_10150643368874506	I purchased a can of cream of chicken soup yesterday at walmart. I open it today (expiration date Jan 2014) & it is COMPLETELY filled with mold. Contacted both campbells & walmart & neither thought it seemed to be a huge problem. Be careful which cans you are choosing!
12699262021_10150687643277022	where can I find out about how much Best Buy spent on research and development? Wiki is not a reliable source and I have been searching for a couple of days now. Any suggestions?
179590995428478_344107005643542	"I'm going to stop going to your bank in Black neighborhoods... Cause I'm sick of them suggesting I deposit my money via ATM... Which I knew they would ask me that again... I go to your banks in predominantly white neighborhoods, I don't get asked that... No suggestions just do the transactions. Hope you respond to this message or send me a survey via email... If you don't I will be calling you cause now I'm starting to get annoyed."
179590995428478_414673741920201	Friendly reminder for all Bank of America card holders: FREE ADMISSION through Museums on Us this Sat. 10/6 & Sun. 10/7 when you present your card and valid id. Visit our web site for more information and details:
179590995428478_373045746083001	Apparently it takes an Act of Congress to be able to speak to a human in your office.  All I want to do is make a payment on my account.  I want to give you my money and you make it nearly impossible.  Very frustrating & disappointing.
104078918472_10151041476228473	This is the flight needed please help this Military family Out.. US Airways Express Wisconsin Flight # 3750 from RDU to DCA leaves at 625 and arrives at 745..  2 Tickets
159616034235_10150499910204236	"YOUR WALMART IN MIDDLETOWN, OHIO HAS THE MOST RUDEST EMPLOYEES I HAVE EVER MET. WENT IN TO BUY A TV. AND THEY WERE VERY, VERY RUDE."
163478290365055_373173706062178	"When I need Parts For My Vehicle,The First Place I Go Is To AutoZone. They Always Seem To Have What I Need. I Like AutoZone."
163478290365055_448155985230616	Buying engines from AutoZone is a RIPOFF....they sell faulty engines from Surefire and have you stand the bill for a poorly rebuild engine........AutoZone sucks!!
17648521247_10151169230511248	Theres A huge empty building in Marinette Wisconsin that used to be a walmart just dieing to be occupied.. Pine Tree Mall.. I love your store :):)
7003656077_10150548535931078	American Airlines stranded my 3 year old son and wife stranded in Dallas. They still won't help. I hope corporate is listening before this video hits CNN
78143372410_10150584182847411	"I go to the Safeway store off Meridian and Apache Trail in A.J.  There is an older gentleman named Abe who packs the groceries there.  I always like to be in his line because he is always very good, and always nice.   I hope you all realize what a good job he does, and how essential he is to everyone who shops there.   Whether he is herding the carts or securing the goods, he is always awesome.  Thank you Abe!"
117497138610_10150580362333611	who do I need to talk to about this ????? about 2 weeks ago I when to the WALGREEN in MONROE NC about starting getting my DIABETES supple from ya ... the girl in the PHARMACY got all my info to contact my DOCTOR to get a new prescription for me .... she told me when I had a few days left of my TEST STRIPS come back in and it would be ready to refill ... when I had 2 days left I called in to re order ... no one contacted my DOCTOR ... I had to wait ... my doctor contact me about moving my prescription that they were send my prescription to them ... I called the STORE to check on my prescription and the recording said it was ready I go in to pick it up and was told they havn't heard anything from my doctor and it wasn't ready .... now I here with no test strips .... did I make a mistake in moving to WALGREEN ??????
100488814000_10150838353514001	"Grew up in Battle Creek - love the cereal - still remember the tours of the factory.  Anyway - always enjoy a bowl of cereal and a good book like ""The Zero Gate"".  Starts the morning off right."
179590995428478_349871785067064	When are you guys are going to fix the yours ATM machine at the conroy with kirkman rd branch Orlando Florida . Every Friday that machine is broken . The line is worst then social security office .
100488814000_293195900789830	Kellogg's - You're a part of this GMO world. I realized now you won't label GMOs without affecting the bottom line. Then be the FIRST major corporation to take the GIANT leap and use non-GMO ingredients instead. Get the jump now before your competitors do. See this as an opportunity. Thank you.
125472670805257_480913175261203	"""MWD Gabe is a highly decorated military canine that has saved countless lives."" Shame on Delta Airlines !!!!!"
12699262021_4627980508338	Thank you for your support Best Buy. Really helped us out during the holidays away from home.
12854644836_10151024750144837	What do you recommend from the Nordstrom Anniversary sale? So far we've gotten a ton of shoes.
159616034235_10150643599994236	WALMART HWY 85 IN RIVERDALE IS MY FAVORITE PLACE TO SHOP...I COULD SPEND ALL DAY IN THERE :-)
179590995428478_403322816388627	Please put in a Bank of America here in Bowling Green Ky!  You have many customers here!
179590995428478_416038585117050	"...Do NOT trust bank of America, they lie, and do not care about you or DISABLED VETS!.."
63445693036_10150814373408037	Is this 25% off claim applicable just one time? Or for every purchase made over $100 made before expiration?
78143372410_10150986097977411	Bring back organic girl to Vons! I'm so bummed that I found out it's not there anymore.
92979593115_10151235278633116	"Submitted a prescription to cvs on benton rd. Temecula. Chandra the pharmacist refused to fill it. Said it was not written properly.It came from Loma Linda hospital. After I called the emergency dr. at the hospital and he called Chandra she still refused to fill the prescription. I had to take it to Walgreens where it was filled immediately without question. I was with cvs over 7 years. The demeaning attitude and the bums rush from cvs.. Pharmacist Chandra, will cost them dearly. I also put in a call to"" Princess"" who handles problems for cvs. She did not have the time or desire to return my call. The problem i had with her, lack of professionalism. It appears the cvs chain has customers to spare."
100488814000_10150632127909001	"NEW CEREAL IDEA... Kellogg's ""Craisin Bran""  I added some Craisins to my Raisin Bran this morning... it was amazing, my next shopping trip I will purchase Fiber Plus and Craisins and make my own delicious cereal :)"
110455108974424_391964104156855	How much would you guys buy an iPad for in great condition?
117497138610_10150521775838611	I purchased 20 pairs of Valentine Socks for my friends with special needs.
117497138610_10150639976718611	Why is printing an 8 x 10 so expensive compared to printing a 4 x 6 ???????
117497138610_10151234717883611	Walgreens is the only place where I can get reasonably priced Spirits!
12699262021_10151247162312022	"It's inconsiderate to take per-orders for iPad mini's and then not call when they are not in stock.  When they are all ""waiting for ups deliveries"" a phone call would be nice.  Thanks BB Hurst,TX."
147285781446_10151150127171447	Count me among your X customer since you won't be selling firearms.
147285781446_10151150430196447	"Heres another couple hundred bucks a year you wont be getting ever again, I certainly hope youve got some rockin eggheads that can figure out how to save your dying business...........oh wait......no I dont."
152789358067261_427883393891188	Wells Fargo shouldn't control how the customer chooses to bank.  They shouldn't force the customer to alter their direct deposits in order to waive certain fees.  That is not a bank working for you. There are certainly many other banking options which allow the customer complete control over their accounts.  My accounts with WF were closed for good last week.
179590995428478_429356377118604	CHARGING HURRICANE SANDY VICTIMS A LATE  FOR MORTAGE PAYMENTS IS A DISGRACE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
179590995428478_437437846310457	Bank of America is laying off people on 12/14/2012 Ten days before Christmas >>>>
179590995428478_440096896044552	"i am waiting for my paperwork for my equity loan extention, but have not received it yet. was supposed to be here monday. what happened?"
6806028948_10150610592313949	how do I claim my free tickets from the ad on facebook?
6806028948_10150671194233949	It just got easier to visit us!!  We're so glad to welcome Southwest Airlines to Clayton County's Hartsfield-Jackson Atlanta International Airport! 15 flights launching in 4 days...
6806028948_10150729110903949	Does anyone know of fares to Tampa in May decreasing a bit ??
6806028948_10151073369968949	will southwest let you board first if your traveling with an infant?
6806028948_10151298459273949	I have a picture I want to post on my favorite airline
78143372410_10150924766007411	Are you a unionized grocery store? I only shop at non-union stores. I figured I'd ask since your ad keeps popping up on my page.
78143372410_10150932083092411	"When I go to CA, will my Safeway Just4U deals work at Vons?"
8103318119_10150547348803120	"Beware flu shots at Target, only for 14 and older and not a word about it on the website.  Wasted time today with the family filling out forms only to find this out when we arrived."
100488814000_10151044783639001	Why is Kellog's funding the fight against labeling GMO's? So people won't know that their corn flakes are made with genetically modified corn? You're getting rich off of people's ignorance. Not for long!!!!
8103318119_10151289854923120	I called the 800 number on your website today to cancel an item.  The item is Ben 10 Omniverse 3DS game.  I want to cancel the item because the shipment has been delayed three times since I placed the order.  I spoke with a representative named Mary on 11/28/12 at 9:06 am.  She stated that the item was ready to ship and that she couldn't cancel it.  I asked to speak with a supervisor since my account hasn't been charged and usually is when an order is ready to ship.  At 9:22am a supervisor named Ashley (she said her id # is .851141118) got on the phone.  I started to tell her the situation she kept trying to speak over me so I asked her to be please let me speak.  She did then proceeded to tell me that the item wasn't in stock and she couldn't cancel it.  I asked why it couldn't be cancelled since it was not ready to be shipped and I haven't been charged for it yet.  She told me that I only had thirty minutes after I placing an order to cancel so the item couldn't be cancelled.  I did start to interrupt to say that I was not informed when I placed the order that the item was not in stock at which time she told me to be quiet and let her finish.  She then proceeded to tell me that I need to read my emails better.  I asked to speak with her supervisor.  She told me that if I wanted to go over her head I needed to send an email.  This person was extremely rude and needs some serious customer service training.  In addition the issue I called about it still unresolved.  I have since gone back and reviewed me email.  It does not state that this game was not in stock or that this was a pre order.
8103318119_10150688587243120	I was just at one of your stores and the manager REFUSED to accept my coupons because they were for more than the price of the item!!  Your coupons policy states that they will be adjusted down!!  I showed her and she refused!  Pretty fed up with this happening!!!
159616034235_10150775635454236	"Cut the saccharine posts about baby wipes and get real, Walmart! The jig is up: you loot our communities, we see you doing it, and we're not letting it slide. Mexico is the tip of the iceberg."
7003656077_10150457734106078	"Hello, I am looking for some help. I flew on AA1155 on Friday, January 6th from Chicago OHare to LAX. I left my new winter coat in the overhead storage in the rear of the plane ( I was seated at 27D). I have left three messages with your LAX Lost and Found (the first being within one hour of leaving the item), and have yet to receive any phone call or email in return.  I would greatly appreciate a contact as soon as possible as this is a new coat, and it is cold in Victoria, B.C.  Many thanks. My name is Erin Lee, and I can be contacted at erin@newvitality.ca."
17648521247_10151228124241248	"This is the 2nd time I had a return without a receipt & was told I have to wait for 7-10 days for a store credit to be mailed by corporate!!  What happened to no receipt, no problem, no hassle returns??  The items that I was going to purchase with the credit are on sale NOW, not in 10 days!"
260431051694_10151121116011695	"dear pepsico, please bring j7 juice to america. you have a real winner in that product. i used to drink j7 cherry juice in russia every day and three liters at that! it is real juice nectar and not the watered down crap that pollutes the shelves of american grocery stores. please, oh please, i beg of you to bring this juice to america."
56805881344_10151075370351345	"Dear Kraft Foods - Recipes and Tips,  I'm a 28-year-old bachelor, and as such I'm not very experienced with expressing my emotions let alone writing about them, so bear with me a moment.  My job as a Social Media Analyst for Fusion-io keeps me pretty fulfilled, and very busy. There's not much time for me to go out and grab something to eat, and after the... incident... that I experienced with Delissio pizza, I've effectively been banned from all ovens made by LG Electronics Canada and GE. I call it the ""Two-Hour Pizza"" incident; my previous landlord called it- well, I don't want to put that kind of language on your Facebook Wall.  But I digress.  Needless to say, when I ordered 7 of your Pure Kraft Asiago Ceasar Salads through IGA's online delivery service, I was a little skeptical. Would it come with cheese, bacon bits, AND croutons? Probably not, I figured. Yet I could see from the semi-clear sides that it did!  I resolved not to get my hopes up, though. I've been played for a sucker by pre-packaged ""food"" companies before, you see. Naturally, I knew it wouldn't come with the dressing, because multi-national companies and cutting corners, amirite? But then I opened up one of my salads to munch on as I browse the Twittersphere and lo-and-behold, there was a huge packet of dressing! Everything that I could have hoped for- everything that a man on the go could have dreamed of- was all right here in this little box. It was the kind of thing that bachelors like me can only dream of.  At least, that's what I had thought. You see, I hadn't taken the package of dressing out yet. But when I did... that's when I saw the thing that crushed me: a FORK. You put a FORK in with my salad! A friggin' FORK!  Kraft, look, I know I haven't been the best man. There's been a lot of food product purchases in my life that I've regretted. But you're not one of them.  I guess what I'm trying to say is I'm ready to take this... thing that we have... to the next level. I'm ready to commit.  I love you.  Call me?"
100488814000_10151096767444001	Please stop putting Genetically Modified food in your products. I don't want it in my food.
100488814000_10151161378114001	Love the new Breakfast To Go Chocolate Shake!
104078918472_10150917988813473	Thanks US Airways for exceptional customer service at both ORD and CLT so early this morning! :)
115568331790246_414792421867834	"New coupon policy??..not such a good idea!!!! I was just beginning to love Rite Aid too, guess I will stick with my CVS!!!"
117497138610_10150830136283611	Who else is EXCITED about Walgreens status update!?
12699262021_10151201856217022	"What do you mean Halo 4 Limited Edition is ""Sold out online""? The game havent come out"
12699262021_10151272989947022	Why are you a Platinum Sponsor of CAIR?
129945096760_10151103911866761	"Think of the support you could gain for Dole by doing the right thing.  Please stop supporting Shell in its quest to evade corporate responsibility.  If corporations are persons, they should act like persons (and perhaps be treated like persons, in ALL aspects of the law).  DO THE RIGHT THING."
140143322677450_464150246943421	"Happy 40yrs.of working Anniversary to my husband,Marvin Steffensmeier, if you work with him in Fremont,NE, you can have some goody's that I made..."
147285781446_10151135925106447	Thank you for putting the emotional state of grieving parents before the buck!  Very upstanding move!
147285781446_10151143963846447	Dicks sporting goods sucks. Return everything you bought that is if you ever actually got it.
151262458516_10151148781923517	any links anywhere to shopping online at DG?
159616034235_10150706043094236	Please reject the Monsanto genetic corn you are planning to sell. It isnt tested good enough..
179590995428478_384951024892473	How a debit card information can be compromised only when the card is ever used at BoA ATMs only? is it an insider thief? :)
179590995428478_422784027775839	"Twice in two months that my online payments have been messed up, simply transferring funds from one BOA account to another BOA account. Not happy."
58139304797_10151010840414798	SEARS WE LOVE THIS AMAZING DEAL THANKS AGAIN
6806028948_10150612251008949	"direct flight Albany, NY to Pittsburgh, PA, please!!!!"
6806028948_10150912889873949	You need a better IT department. One that knows it is unacceptable to take the check-in page off line for any reason at any time.
8103318119_10150526943003120	I love to do my grocery shopping here!
8103318119_10151091577538120	"Not sure how Target deals with phishing scams, but wanted to let you know I got a text claiming I won a $1000 gift card from Target. I can give you the phone number if you'd like to report/look into it."
8103318119_10151190322063120	"when does your target in saskatoon,sk open"
8103318119_10151225419988120	Do ya'll have a store locator for items not sold online?  I've been to 4 targets trying to track down a MP marinade and no luck.
7003656077_10150626051621078	"just got off the phone with 'helpful' agent and supervisor who said they couldn't change our mileage award, despite the fact that the flight we are now on and the flight we want to change to is less than half full.  Gate agent said it could be done but had to be done over the phone.     back to square one.   guess a trip to the airport to talk to the agent is in my future.   I guess winning loyalty by service is no longer important.."
115568331790246_539272556086486	"As far as I'm concerned, the Wellness Plus program is just a scam.  I have over 500 points which shows online and have never received the 10% off that is advertised.  I've contacted the Rite Aid Customer service and never received a response.  The store says nothing that can do--it is ""all in the computer and should be automatic"".  Also, never received any ""reward"" etc."
179590995428478_415757598478482	"Thanks Bank of America for wasting an hour of my life and NOT fixing my issue. It is nice to know that NO one in your company knows how to fix the problem. The worst part is that all I wanted to do was set up my new checking account so that I could make my mortgage payment next month. Nice! This is the second time I post this since BOA decided to delete my original post! This is social media- You have to take the good with the bad! BOA, you could always just fix the problem instead of deleting my post!"
78143372410_10150635729492411	Kind of upset with your gas rewards and employees. We had 60 cents off and when we put our card in the receipt says 60 used but only 30 cents was deducted per gallon - then your employee says there is nothing that can be done. Not happy at all. What happened to customer service?
60686173217_10151179316913218	"I really like Kroger & find your employees very helpful.  However, can you kindly remind them to please NOT bag household cleaners, soaps and detergents with food products? They bagged my deli items with my detergent & Febreeze items I bought today. ~ Kroger on Rt. 48 in Maineville.  Thank you!!"
167890209688_10151396112639689	I want you to know that i am taking my buisness elsewhere. I have been with this bank for a few years now and i used to love your bank. Now after many dissapointments the final straw is that I WAS SHORT .16 CENTS AND YOU HAVE CHARGED ME $72 DOLLARS IN FEES OVER .16 CENTS! It is no longer worth having the convenient hours of your local bank to keep my account with you. My husband has already closed his account with you and I have already applied to open a new account with another bank and i will be at my local suntrust to close my account as soon as they open. Also your customer service stinks too!
78143372410_10151036069642411	It sucks when safeway just for you is down! It's really bad when you cant honor a sale when its your site that is down. Thats what a safeway clerk told me sorry you will have to try again when the site is working we cant honor any sales! How is that customer service???? Makes me want to continue to not shop safeway. Not only are your prices high but now you wont even honor your sales.
78143372410_10151022756097411	"Really like the new store in Pleasanton, too bad the men' room is so disgusting.  I thought it was just me being picky but the topic came up with some neighbors .  I get of the ACE train and like to pop in to pick up something for dinner.  Every time I've been in the store, I've noticed how nasty the rest room smells and looks.  Last night was the worst - walked in and nearly fell  over for the smell; someone had gotten sick in the sink.  It was so gross all I could do was turn around, walk out and shop at a store up the street."
124728879505_336543919747510	Check out my Campbell's Tomato Soup Label artwork at www.douglogeais.com
78143372410_287962001269449	"Check out the Safeway BBQ Battle in Washington, DC www.bbqdc.com"
100488814000_10150698337939001	very disappointed that the gas reward has ended early - my entries were reurned
115568331790246_529661743714234	Rite Aid is great with my prescriptions and I like the Wellness Card.
125472670805257_483716431647544	when will the business elite flat bed seats for airbus planes be made
12699262021_10150939199437022	"Best Buy is the worst. If you have a credit card with them, I highly advise that you cancel it. I got auto-charged for something I gave no permission for and now my credit rating has been affected. As a matter of fact, I suggest not doing business with them at all..."
12699262021_10151307881727022	hello i was wondering do you ship items to Jordan or saudi arabia & if not where else do you ship to in the middle east ? thanks :)
147285781446_10151135588716447	So happy to hear about your suspension on certain types of gun sales!
179590995428478_322084881179088	"Bank of America showing their support by helping out at our Healthy School Pantry Program in Santa Maria, CA. Thank you for coming out and helping!"
179590995428478_411135775607331	Extremely disappointed in a refinance with BofA. I started the process in Feb 2012 and we just closed today. Throughout the process I had to submit the same info 3 times because it's only good for 3 months. My loan officer ignored my calls most of the time and even told me that BofA doesn't care if customers leave. Pretty sure I'll never do busy with BofA again.
313163945066_10151247879770067	you people are nothing more than crooks who make stupid policies so you can justify stealing from hard working americans! how dare you pretend to be for the people when all you are is for the money! you suck!!!
6806028948_10151172563488949	what about  what happened on the Redmond to seattle flight on Saturday morning.
7003656077_10151018919601078	"I will never use this Airline again ,they have the worst customer service"
77978885595_10151324183435596	"Stay away from Petsmart Nanaimo Grooming Salon if you don't want your dog covered in her own feces, her own blood and a swollen/blood fill eye!!!! Happened all in a 4 minute visit. The employees/staff were unprofessional, rude and careless. I will never return nor will my dog or even think to recommend their services to anyone!!! All in all stay far, far away."
8103318119_10150601232358120	Another great photo from twitter on our winnie the pooh bottle at Target
92979593115_10150568641048116	I just wanted to send a big THANK YOU to the photo developer who reported those photos of acts against children in that California town. It is people like that who restore your faith in mankind. God Bless You.
102621172007_10151354690262008	No Holiday travel mugs in the store here. Was hoping to get a couple for gifts. Had to go in another direction instead :(
21493231379_10151124555351380	"I'm currently not residing in the US. Would it be possible to apply for a card? I have a US social security number and possibly a credit score too (had US credit card before). If yes, what would be an acceptable payment method? Paypal? Western Union?"
60686173217_10151093022328218	Just had the WORST experience at a local Kroger store. I will NEVER be shopping there! Thank you for that eye opening experience.
7003656077_10151026550846078	Could you send me a list of the disabilities that are not allowed on American Airlines flights? I want to avoid surprises. Thanks!
8103318119_10151067629518120	Hadn't been to a target store in a couple months because everytime I do they treat me awful. Well I finally went today and was told that they couldn't accept my target coupon because the item was less than the coupon...since when?! First they tell me they have to adjust down any coupons that exceed the item but now they refuse to?! This is getting rediculous and I will not be visiting your stores for a while.
108381603303_10151391011133304	Wish that Hershey's white chocolate bar with almonds would come back. It has been about 6 or so years since I have had one and seen one and even back then I found them out of town.
159616034235_10150880435264236	WALMART ....... A PLACE THAT PEOPLE WITH NO MONEY GO TO BUY FOREIGN JUNK THEY DON'T NEED AND PROBERLY WILL NEVER USE WITH MONEY THEY DON'T HAVE BECAUSE THERE'S A RUMOR GOING AROUND THAT WALMART IS CHEAP.
199504650087085_406351769402371	why is he twice expensive  and he cannot go into the airport and sit with me like USA3000 used to do  to bad to see a good airline go down to ... well U know who U are
6806028948_10150966045443949	"Are you, at any point, going to address the technical issues that you were having the other day?...If you're not going to honor the price that I should have got, at least give us something...."
100488814000_10151081630844001	"If you keep sponcering Nickelodean,after what Jason Biggs has done,you will loosw mw as a buyer of your products,which I buy alot.I will stop unless Jason Biggs leaves Nickelodean.....Cant believe Nick,would even keep him...anyways,there are 1000s of us that will stick to our guns about this"
92979593115_10151278675298116	"Cvs sucks!!! My child has the flu, doctors sent his script in... An hour later I was on the way I called to make sure it was ready. 15 minutes I was on hold, no answer! Then I waited for 20 minutes in line, they told me it would be another hour, and one medicine they didn't have.  I told them I'd take my business else where. When my new pharmacy asked cvs to fax my sick sons scripts over, they faxed one of his and 2 of someone completely different patient.  I called, and they wouldn't let me talk to their manager! This isthe one in Matthews NC at the corner of lawyers and Stevens mill road! They have lost my whole family's business. Last week my other son needed breathing treatments and they said it wouldn't go though this insurance, said it was 303$.  A week later when I was fighting with the insurance and doctors office they ""magically got it to go though"". This is about 2,000$ a month in business they WILL NOT HAVE!"
