postId	message	Appreciation	Complaint	Feedback
78143372410_10150914856307411	"I think the big Buy One Get One Free Meat sale is very misleading.  The stickers clearly state ""mix and match"".  I bought a large package of pork chops, ground beef and two chickens clearly marked with the ""BOGO"" stickers. Only to find out after I checked out, I only got the chicken free.  Call me stupid for not understanding Mix and Match means only within the same type of meat. I'm sure I'm not the only one to fall for this misleading advertising.  I can't wait for Wegman's to open down the street!"	0	1	0
12699262021_10150668482697022	Please do not ever set foot in best buy. They have stolen 4 hours of my life and $200 they promised me. I went in to return a product that was NOT as described by the mobile team at bestbuy.com and they are refusing to refund me the credit I used to buy it. This is why companies like Best Buy suck the big one. O and I almost forgot to mention I have been on hold for a total of 2 hours with them this week.	0	1	0
179590995428478_442209732499935	"NEED MORE BRANCHES IN THE VILLAGES ,FLA.32162.WE R A COMMUNITY OF 100000 PEOPLE& NO BRANCHES SOUTH OF CR466A.I HAVE BEEN WITH BOA FOR YEARS & DON'T WAN'TTO CHANGE ,CITIZENS"	0	0	1
6806028948_10151054647418949	"I have had such good experiences with Southwest and love their baggage policies! It's the only airline I consider when booking flights, now. Also, the Ap is great! :)"	1	0	0
100488814000_10151043487759001	"$516,952.06 spent on top of what you have already spent to stop the labeling of GMO's on your products? Dont you think that money could have been spent better? How about changing your product to be better for consumption instead of your bottom line."	0	1	0
100488814000_10151076902614001	"I love your products but I'm boycotting Kellogg's & Kashi because they use GMO ingredients. The very least you could do is JUST LABEL IT!!!! Instead you've paid over $600,000 fighting labeling. Kellogg's is a DIRTY WORD in my house and Kashi isn't much better"	0	1	0
12699262021_10151038350927022	"I was supposed to receive my washer and dryer today. I stayed home in the allotted time that they gave me. They neither showed up with my already-purchased merchandise, nor called.  I'm going to call and give someone a piece of my mind."	0	1	0
12699262021_10151251206347022	I bought a cell phone thru you with the insurance plan. I wad sold one type n now told the salesman was wrong. My phone barely works n I'm very unhappy with it and the sales team service. How do we fix this?	0	1	0
147285781446_10151138883341447	"Shame on you Dick's. You've lost a lot of customers. I ""was"" going to buy my next hunting rifle from you, but will never buy anything from your stores again. You probably should pull your entire hunting section while your at this BS."	0	1	0
8103318119_10151210805668120	"Target-If you are going to sell only electronic gift cards that you can only access with your mobile app, you better be sure it works!  Went shopping and your app was down.  Your app wouldn't pull up my funds for two hours.  Frustrating."	0	1	0
100488814000_10151163287924001	FYI I will no longer buy your products due to the Monsanto ingredients in your products. If you offer a non GMO version of your products in the future I would love to know. Leslie Reader Hemme	0	1	0
117497138610_10151120210303611	I would like to just say thank you...Last night I was in walgreens and they didnt have what i wanted but the manager was super nice and made it right! I had a wonderful shopping trip :)	1	0	0
129945096760_10151115141741761	FYI I will no longer buy your products due to the Monsanto ingredients in your products. If you offer a non GMO version of your products in the future I would love to know. Leslie Reader Hemme	0	1	0
260431051694_10150925137731695	"Great to see all the flavors of chips in other countries, what's the chance of the U.S. getting ""Hushpuppy"" they would go really well with lots of dips as well as just out of the bag?"	0	1	0
199504650087085_356440831060132	"I have been trying to change my last name (I got married) on my Mileage Plus accounts for WEEKS! I sent in the Name Change Request Form and my marriage certificate. Honestly, how long does it have to take. I changed it with all of the other airlines with zero problems. My request number is: KMM2434114V67854L0KM. Would really appreciate some help. I want to book a flight but won't do it if I don't get to add it to my mileage plus..."	0	1	0
77978885595_10152002419765596	"I bought a Zoo Med Reptisun 10.0 UVB 18 inch bulb - (PetsMart Item Number 2752589) from the other guy (Petco) because Petco price in the store was $29.99 compared to PetSmart price of $49.99. Unfortunately they only had one and I needed three. I stopped by my local PetSmart store in Plano Tx and asked them is they would price match Petco price of $29.99. The wonderful cashier said of course, as long as I had a receipt or an advertisement. I had my receipt! She needed a store manager to approve the transaction. The store manager - Naomi - snarled at the cashier that she would not accept the receipt, she must have an advertisement. I showed her the receipt I from Petco showing that I just paid $29.99 (plus tax) and she refused to price match. I found this very odd since I had my receipt from the same day, for the exact same item. I don't know what the difference is from an actual receipt and an advertisement.  Needless to say, I won't be shopping PetSmart very often anymore."	0	1	0
117497138610_10151001553108611	"Dear Walgreens clerk. Just an FYI for the future. When your checking someone out at the counter and need to sneeze, the most appropriate thing to do is to cover your mouth with the inside of your elbow and not let the snot fly all over your hands and the items being checked out. Thanks, worried customer..."	0	1	0
199504650087085_327216570649225	A great article to explain why you should NOT check-in pets as a baggage. I think it would be more logical to bark up PetSafe's tree than United about the high fees. I hope PetSafe offers a discount for the servicemembers serving overseas. Thank you for serving.  http://shine.yahoo.com/pets/more-pets-died-delta-flights-2011-why-211100693.html	0	1	0
100488814000_350435881713708	"There's a RECALL on Kelloggs Mini wheats- why isn't this highlighted on your page? Protect your consumer! http://www.ky3.com/news/ky3-kellogg-co-recalls-miniwheats-20121011,0,332388.story?track=rss&utm_source=dlvr.it&utm_medium=facebook"	0	1	0
108381603303_10150717282483304	Thank you Hershey's... I like you chocolate	1	0	0
110455108974424_519960858023845	BEST STORE IN THE WORLD = GAMESTOP!!! :D	1	0	0
117497138610_10150724410033611	Walgreens Rocks!! I will be back Wednesday!	1	0	0
117497138610_10151080531843611	I HAVE PETITIONS MOVING AROUND. BOYCOTT WALGREENS.	0	1	0
126016648090_10150462961043091	Bring back Chef Boyardee Roller Coasters Please!! : )	0	0	1
147285781446_10151136368166447	SELL OUTS !!! Enjoy the company with CTD !!!!	0	1	0
159616034235_10150974241239236	I LIKE TO BUY WALMART MARKET. CONGRATULATION'S	1	0	0
179590995428478_308445935876316	bank of america! your web page sux!!!!!!!!!!!!	0	1	0
199504650087085_434551243249090	"Awful, just awful. I loathe united airlines"	0	1	0
260431051694_390813690983697	PepsiCo !    I Demand my Pepsi ONE back !	0	0	1
63445693036_10151168202563037	Dump Trump. No shopping at Macy's otherwise.	0	1	0
6806028948_10151103743983949	I love Southwest Airlines.  Fly them everytime!!	1	0	0
6806028948_10151243909863949	Southwest is the whole package!  Fantastic service!!	1	0	0
8103318119_10150990935343120	target does not support the us. military	0	1	0
8103318119_10151334354493120	Love your store.  Hate your TV commercials.	0	1	0
92979593115_10150642784438116	It's official.  I'm in the CVS test market.  Anyone else feel like boycotting?  :D	0	1	0
110455108974424_363823790304220	i went to your page today and it told me i was the winner of a gift card in my area to fill out the info and write down the card number and pin. but i went to activate it and it did nothing . Is this legit  ?????	0	0	1
125472670805257_338378132848042	"Gypped out of $300 due to dropped airfare prices, and no one can offer me any kinds of perks? So upset ... I was assured prices would go up and I was getting a great deal, and now I'm just feeling screwed and disrespected by the phone CS reps"	0	1	0
78143372410_10150501875007411	"Was wondering why you don't carry the ""Dawn Power Spray"" in ALL your store's...I LOVE, LOVE, LOVE this and work's better then oven cleaner and it doesn't make me gag or bother my children's asthma...would love it if you'd carry it in ALL your store's.."	0	0	1
12699262021_10151183873162022	"Just received a text stating I won $1000 Best Buy Gift Card for taking a survey that was on my receipt from a purchase I made at their store.  Guess what, you have spend quite a bit of money on the internet to get that card. They take you from one screen to another and you have to purchase something to continue.  What a hoax.  Not sure if I will shop there again.  VERY DISAPPOINTED IN THIS COMPANY.   DO NOT TRUST THE SURVEY AS IT IS A HOAX!!!!  I would like to have received that gift card for just taking the survey like it stated."	0	1	0
117497138610_10150734422423611	"I personally want to see Texas Roadhouse gift cards in your stores. We eat there all the time. It is that good and it is a fun place for the whole family. Also, my family or friends buy us gift cards all the time."	0	0	1
147285781446_10151135665406447	I just heard news that you have changed what's on your shelves due to the Ct tragedy - out of respect for those involved.  Thank you. It is this type of consideration that encourages me that things will improved for all of us.  Bless you!!!!!!!!	1	0	0
147285781446_10151135853556447	While everyone is heart broken by the recent murders of innocent children by a deranged person. I will no longer shop at Dick's due to your recent decision to remove guns from your store. You're buying into the liberal statist hype. Shame on you.	0	1	0
7003656077_10151054855861078	"Just a piece of advice to fellow travelers.... Keep checking your reservations on AA.com. Make are you have flight alerts set for your flights, and before you travel, look at the flight schedules on AA.com and write down alternative flights to your destination -- that way you know of any backups!  Have had a few delayed flights this week, but ultimately got to my destinations. Yes, it was frustrating, but we all know that AA will take care of us.  Just be patient and be prepared!  We will get through this!"	0	1	0
100488814000_10150493130249001	"Dear Kellogg's, Why did you delete my inquiry? It was just a simple question. Sincerely, Me."	0	0	1
129945096760_10151104341051761	Dole: Withdraw your name from Shell vs. Kiobal. Your customers are watching and are well aware.	0	1	0
159616034235_10150594508789236	I love walmart. The prices are good and the selection is wonderful. The crowds though eek.	1	0	0
159616034235_10150984012569236	"I love Wal*Mart...for the most part. This is one thing I absolutely HATE about Wal*Mart! A couple nights ago at about 8:30pm, I got in line. There were only 2 registers open. If it weren't for the fact that I absolutely needed the things I was purchasing, I would have dropped my stuff in line and walked out. I was SO angry! I wanted in line for 27 minutes! I can't stand in one place very long because of disability issues. At one point I actually had to crouch down because I literally could not stand anymore. Standing in line for 27 minutes because Wal*Mart never seems to know how to schedule their cashiers is NOT okay!! I don't know if they are too cheap to have more than 2 cashiers in or they just do not know how schedule them, but that seems to ALWAYS be the case at night."	0	1	0
179590995428478_343028419084734	Wow...looks like you've pissed off a lot of people.  Better start applying for another bailout!	0	1	0
179590995428478_347919148595661	I refinanced away from Bank of America today! I am a very happy man!!!! Wooo hoooo!	0	1	0
21493231379_10151060342281380	We are not familiar with NY and Company.  So how do we get to spend the $6.00?	0	0	1
6806028948_10150757478463949	Why don't you have the honey rosted penuts anymore? They were my favorite part of flying.      :-(	0	0	1
78143372410_10150977517007411	SAFEWAY IS EVIL...DO NOT BUY THEIR GMO HIGH FRUCTOSE CRAP!! THEIR ORGANIC IS A LIE!!	0	1	0
63445693036_10150871974583037	"Hi.macy,s.ar.is.everthing."	1	0	0
151901268159778_525753230774578	"Ally Bank: How have you been able to raise the rate you're offering on your online savings account from 0.80% to 0.95% in recent weeks with the Federal Reserve's recent round of quantitative easing (QE3)? It seems all other banks are slashing their rates even lower, how did you manage to jack yours up? This is an honest question coming from a saver thinking of switching online banks (to Ally)."	0	0	1
17648521247_10151286655501248	"I bought a hot-air popcorn popper that had a mail-in rebate.  I was going to give this as a present, but I can't if I need to cut the box to send in the UPC symbol.  I'd like to think this wasn't a marketing ploy... make it so inconvenient to send in the requirements for the rebate that people don't do it.  Are there any other options?"	0	0	1
117497138610_10150522693028611	"I had a prescription submitted 8 days ago. They called me and said they had to check if my insurance covered it before they could fill it. I had to file a complaint with walgreens because no one followed up until I got a recorded message telling me to come in and get it. That was several days ago. I got a call today 1-20-2012 regarding this. The pharmacy called and put me on hold. I got tired of waiting and hung up. I got called back some time later and was told that they have to fill x number of orders per day. That's not my problem. I was told the electronic order system was faulty. Not my problem. I was told that while she is talking to me that 2 customers were having to wait. I told her fine, help them and hung up. I never got my medications, I was berated and she made out like it was all MY fault. Then she wanted to know if she should just mail it to me. I asked her if, after all this time she thought I still needed it. She didn't want to answer my question and eventually got the hint. The she went into a sales speech about how I should still be a customer. I said I'd had enough and hung up. I don't know if she's going to mail it without my asking her for it. If she does, how do I return a prescription??? Also, I don't want to get charged for it. I've never heard of such baloney from a pharmacy. That walgreen used to have a good pharmacist, now, I don't think I can trust them. I certainly don't want to be put on hold for a medication for over a week while they decide what they feel like doing. I know my doctor isn't happy with this either. What can I do at this point and how do I prevent this from happening to someone else? "	0	1	0
125472670805257_390531674299354	"Not a fan of the new zones.  Pre-boarding, first class, premium, THEN Zone 1?  I see nothing but confusion at the gates.  Stick to numbers for all zones please.  I'm diamond and it doesn't effect me much, but I feel like it is much to confusing."	0	1	0
7003656077_10150666804406078	I've been a loyal AA member for 10 years but have had it with the disorganization @MIA... A two hour security check back-up made lots of people miss their flights... And my previous post got deleted ... LISTEN this is good feedback! Do something about it now..	0	1	0
12699262021_10151179259577022	"Every time I go into the Port Richey, FL store the employees scatter like flies. I used to work at Best Buy. It is much different these days. If they don't get their act together they will end up like Circuit City...short circuited."	0	1	0
12699262021_10150674594232022	"it sucks that you dont really back up a tv purchased 12/26 when it dies less than 90 days later. Done buying large purchases there. Next time will buy from Anyone else.  SHip it out for 2-3 weeks? without a tv for 2-3 weeks> no thanks, my business goes elsewhere!!!!!"	0	1	0
60686173217_10151123575173218	"Splain this:  Saturday morning, 10:30 a.m. in the burbs.  Five do-it-yourself check lanes open.  One live cashier at her register.  Hullo people!  Is this customer friendly?  Do I really want that treatment when Marsh is just as close?"	0	1	0
115568331790246_398109493536127	DISLIKE!  Clearly posted sales prices on the shelves require a RitAide card. We signed up for the card but then you have to have aquifer so many points still to get the sales price. This is VERY misleading!  I will take my business elsewhere in the future!!	0	1	0
7003656077_10150853039586078	"Stuck on flight 1681 in Austin waiting for a screw in a piece of trim, that had a screw in it before maintenance took it back out. Over an hour now. Already missing our connecting flight in Dallas. Really. The trim had a piece of tape on it."	0	1	0
21493231379_10151156778716380	"Just got my bill and it has a notice reading ""Your new Dsicover Card is on it's way!""  ""It's"" is the contraction meaning ""it is"" - as I am sure you remember from 4th grade English.  So you're telling me my card ""is on it is way."""	0	1	0
63445693036_10151168820593037	"As long as Macy's deals with the maniacal Trump, I will not shop there any more.  I am going to call and cancel my credit card.  Many of my friends and family will be doing the same thing.  DONALD TRUMP IS NOT GOOD FOR BUSINESS"	0	1	0
7003656077_10151026616651078	"I cannot believe the way your airline employees treated young Bede.  And for you to have to gall to come out with a statement saying he was misbehaving to justify their actions sickens me.  I will never, ever fly your airline again.  You disgust me!!!!!!!"	0	1	0
92979593115_10150995907688116	"I have tried to get my Thanks a Million coupon on two different computers. I have liked your page. But, when I enter all of my information and click submit, it just sits there.   Is anyone else having a problem or is it just me?"	0	0	1
179590995428478_408386579215584	"Facebook alert: There are phising scams going on via text messages saying your bank debit card has been alerted for misuse. I keep getting them from different emails like ""boa1407@sprintpcs.com, boa947@bof-america.com, boa947@info1.com etc"" the recording asks you to verify your card info. DONT DO THIS!!! I knew better and called my bank to be sure which they confirmed was phising. NEVER give your card number or personal info even if they say it's your bank. Hang up and call your bank yourself. I just wish they would stop texting me for these emails."	0	1	0
12699262021_10151234421007022	Just left best buy.  Never going back.  Just bought a otter box for my new iPhone 5 and ask for assistance not one of your employee wanted to help.  Store 552.  Why sell a product you can't help the customer when they ask assistance.	0	1	0
12699262021_10151316532707022	"So do all your managers make it a practice to not say their name and hang up on customers? Manchester,CT store 1:16pm 12/17/12. I've NEVER seen a store advertise a cell phone (w.contract) on sale for ONE day. Not a good practice!"	0	1	0
6806028948_10151423424988949	Wow!  Just stopped on the way from Dallas to Newark in St Louis. In all my years flying SWA I have never experienced such a negative and unpleasant flight crew. VERY disappointed!  This is not the SWA I am used to flying.	0	1	0
124793145874_10150483754675875	"I was at the OfficeMax on Ala Moana Blvd. in Honolulu the other day. The staff was great, very helpful. May be too helpful, though. I was asked twice if I were looking for something and was very knowledgeably helped. The thing is that some of us are kind of ""office supply geeks"" and like wandering around office supply places. Maybe I just should have said I was wandering around. On the other hand maybe you ought to forward this comment to the department that does the training and alert them to us. We find cool office supplies and buy tons of the stuff and put pix in our blog and stuff like that..."	0	1	0
159616034235_10150725438109236	It has been ten days now and no one from wal mart cares enough to reply to the problem that I am having at the Leland store. I do believe monoply's have their advantages. Do you care walmart?	0	1	0
179590995428478_361486127238963	"I have always read that BofA has one of the worst customer service experiences, and today that became true. I was so rudely treated by 3 different people that clearly don't care about the customers. Yelled at for something it wasn't even my mistake, and kept being transferred to the same leveled people. Clearly a great reason to close my accounts.. couldn't be happier. Be careful they love to charge hidden fees, don't let them get you."	0	1	0
179590995428478_373952665992309	"Please get your legal team on board with helping The Grace Foundation. In one of your foreclosures, Grace took in many horses which you PROMISED to help. Live up to that promise and help Grace save these horses!"	0	0	1
199504650087085_347759161928299	"Customer Service rule number one, admit a mistake was made - fix it - make a gesture of goodwill.  Thanks to ""T"" for getting it back in line and helping above and beyond.  Awesome stuff, keep moving in this direction."	1	0	0
6806028948_10151289216313949	Sorry but WHO CARES if SWA is a member of the CPD....there's NO point in FLOODING their page with CPD posts....why not hop on Budweiser/Anhauser Busch's pages and complain to them too...don't just single out SWA who happens to be one of the BEST companies in the US! You all NEED to GROW UP and MOVE on and STOP blaming SWA for something they and the CPD have NO control over....Candidates!!!	0	1	0
8103318119_10151295201058120	"Hi, I placed an online order just before thanksgiving and I still have not heard anything from Target!  I never received an email with my order number so it is useless to track my order status... Please HELP!!!"	0	1	0
313163945066_10150938508845067	Do you have any information on your volunteer efforts ?  I need a group of volunteers to help with a great cause and saw that U.S. Bank does a lot of this type of work.  Is there a number or email I can contact to get more information?	0	0	1
92979593115_10150872390488116	"Help!!!! I want my money back & some customer service. I'm severely disappointed with Cvs.com & its poor customer service.  I've been a huge fan and spender for years at your stores. I recently shopped Cvs.com for first time March 24. Bought two packs of diapers & assorted baby goods. Only received one item out of several. I called your customer service twice to get my order fulfilled & ea time they said it would ship. Nada. The third time I called, I said refund my mney because my kid no longer wears this size diaper & I was fed up. That was over a week ago & I still haven't received promised follow up.  Please resolve. I've wasted too much time already & feel like abandoning your retail too."	0	1	0
110455108974424_504169652936299	"I hate going to Gamestop to pick up a game that I pre-ordered, and find out that its gutted and on the shelf. Held for 48 hours my tail feather."	0	1	0
12699262021_10150546786757022	The folks in your New Jersey store made my 65-year-old sister cry yesterday when she went in to get help from the Geek Squad.  Shame on you Best Buy!	0	1	0
199504650087085_329467930424089	I can't wait until Friday when we fly to Hawaii for our wedding!  I hope someone will be so nice to upgrade me and my soon to be husband!	1	0	0
199504650087085_463167233720824	I've been trying to get in touch with someone about lost mileage but can't get anyone on the phone! Does anyone know how to bypass all the automated menus??!	0	1	0
63445693036_10151168172283037	This Christmas I DID NOT go shopping at Macy's! Maybe Donald Trump will spend some of his millions shopping at Macy's to keep them in business a little longer.	0	1	0
77978885595_10152198263670596	How am I to know if my store will be closed tomorrow? I live an hour away and I would hate to drive there just to be sent home	0	0	1
92979593115_10150623260253116	Once I went and needed a med right away and it was going to take 2 hours but after talking to the pharmacist I got it in 30 min. Thank you	1	0	0
78143372410_10151133504542411	"I am a real person, not an employee or affiliated with the store, but I have always liked shopping at our local Safeway store for the last 23 yrs.  Our store is friendly and always has good deals.  I am a big coupon user, and love the fact that they double - and sometimes quadruple their coupons....  It helps me out so much.. and just last  week I won their Sweeter Sweepstakes and got a $25.00 gift card.  Thank you so much - it will definately help out...."	1	0	0
110455108974424_505100159509915	"i just canceled my Resident Evil 6 pre-order because both Capcom and the Microsoft Store had way better pre-order incentives. you wanna push those pre-orders so bad, give us better reasons to get them. up your game, GameStop... so to speak. :P"	0	1	0
260431051694_10151091075746695	"what happened to the Pepsi Next Paradise Mango and Pepsi Next Cherry/Vanilla 12 packs? We just love them but can't find them in any of our stores here in Ada,Oklahoma anymore. They carried them about 4 weeks ago. Not now. Why?"	0	0	1
313163945066_10151060323785067	"I would like to say how much I love this bank!!  It has been a real blessing in my life.  The bank tellers, managers,  & security guards are all friendly and give a smile to you.  Mchenry Branch in Modesto ""YOU ROCK!"""	1	0	0
8103318119_10150601259008120	"I have a bad experience with Target. com. First, it automatically canceled my order soooooo many times, and then I have to replace my order again and again. After I replaced my order, I had to call you to negotiate with price differences between the original and the regular. Unfortunately, I have been waiting for USPS forward my package a couple of days after you processed my shipment. Still, I can't receive my package now. I don't know why. I called Target back this morning, and the representative told me if the package return, you would refund my money to replace my order. However, I don't need any refund. I don't want to replace my order. It is a waste of time. It seems that my whole shopping experience has become a vicious circle. During this month, I have been contacting with Target to obtain my items. I feel so sick of it. I just want to get my package forward to my new address. I have never ever experienced this weird situation before. Could you tell me how can I get my package back and deliver to my new address? Thanks."	0	1	0
117497138610_10151122611648611	"Your Balance Rewards program is a HUGE disappointment.  I made a qualifying purchase 2 weeks ago and the points have STILL not been credited.  I've called 3 separate times, and the response from your customer service has been ""Give it a few more days and then call back"".  Today I called again, and their system crashed and wouldn't even let them sign in to my account.  The response?  ""Call back in 30 min to 1 hour"".  Nice, Walgreens.  Once you figure out your balance rewards program and points system, good luck winning back your customers."	0	1	0
12699262021_10150635349572022	"Went to the Williston, Vermont store for some headphones for my son. Tried to buy one of five deiiferent brands and guess what. Nothing in stock. I kept upping the price to pay and still nothing in inventory. I asked for some assistance and was told that the inventory is kept low right now. Boy, if it wasn't for a gift certificate I gave my son for Christmas I think we would have chosen somewhere else. Now I had to order them and pay shipping. What a bummer of a store!!!"	0	1	0
115568331790246_461202003893542	"rite aid is a joke here in rainsville, al. they will not take any coupons tht has a double bar code (upc). even keying in the numbers the cash register wont take it.  they make excuses tht they have worked on the register many times even tho i can go anywhere else and no problem w/the coupons. so like i said ""Rite Aid"" is a joke here where i live. if u want to use coupons go to  walgreens or cvs. or if u want to pay full price by all means u can go here!!!!!!!!!!!"	0	1	0
313163945066_10151066387075067	"I wonder what the US stands for in their business name.  My son is fighting in the United States Army in Afghanistan.  His car got towed off base in Texas and US Bank ""repossessed"" it.  He has never been late on a payment.  It cost him over 2K ($1600 of which went to US Bank for fees) to get his car away from the auction lot and get it to another facility.   They are also charging him 18% interest!  I just found out that they have put the ""repossession"" on his credit.   Nice, he's out there fighting for you, and this is how you support your troops!  The customer service rep I spoke with earlier today said ""well, we kept the car from being auctioned because we knew he was in the service and deployed.""  That's why it took them almost 3 months to contact me, I have power of attorney for him.  No special treatment for our soldiers.  Thanks US Bank.  Oh, I figured what the US stands for, it's ""us"".   Nice."	0	1	0
100488814000_10151161346604001	November 6th election day for the US and time for prop 37 in California. Win or lose on prop 37 the fight over GMOs will not end. To many people care about what we are eating. I am still boycotting ALL Kellogg's food products until you remove ALL GMOs. This fight isn't over!!!!	0	1	0
100488814000_10151215303084001	"Hungry children need Real Food so ""Let's Make Today Great"" and remove the GMO's from all Kellogg's products."	0	1	0
106245416086016_439202452790309	i wish you all were in CA i'd gladly give up ever dollar or less store we have	0	1	0
108381603303_10151025702473304	I will not buy your products or other products that contain yours until you take child labor out of your cocoa supply. Children were not made to be abused for the increase of your bank account.	0	1	0
110455108974424_524846477535283	Do you guys have any special deals going on with the xbox 360 with the Kinect on black Friday	0	0	1
115568331790246_426392694041140	I am so very grateful for the Wellness Card and the fact that Rite-Aid accept the EBT card.	1	0	0
125472670805257_506666039352583	"looking for new resa for my wife and daughter to return hom ASAP res nr GHYFAP,  pls  advise!"	0	0	1
12699262021_10151241214267022	"I pre-ordered wwe 13 and they send me a e-mail on Friday or Thursday, can you resend it again"	0	0	1
129945096760_10151088901951761	Do(le) the right thing and stop standing with those who don't believe in justice or human rights.	0	1	0
159616034235_10150672556269236	"Dear Walmart, Thank you for being such a great store, keep up the good work and great prices!"	1	0	0
167890209688_10150719745679689	Good move to s****w the students just charge them junk fee and they are your main market target now I need to move back to credit union? What is wrong with suntrust brain storm thinking.	0	1	0
179590995428478_398213016899607	Is it a fraud to apply for a mortgage as a single woman when that person is married?	0	0	1
179590995428478_434010413319867	If you won't work with Sandy victims and help them out for sure you won't help me out.	0	1	0
21493231379_10150672580001380	"Hi Im erick, please could yu tell me how much 1 euro ( a unit ) it cost here in USA ?"	0	0	1
6806028948_10151032057338949	"First time on southwest i was in the first row A1 , I had some red wine and  loved it ."	1	0	0
6806028948_10151411262753949	Thanks Southwest for bumping my son's flight up today in Dallas so our Airman could be home sooner:)	1	0	0
125472670805257_439400472745807	"Hi there, just wondering whats the earliest time you can check-in baggage at LAX?   We're flying in from NZ and landing there around 3pm, and our Delta flight to Orlando leaves around 11pm. We are not checked all the way through because we booked the flights seperately.  Thanks!"	0	0	1
152789358067261_434712016541659	So I am not the biggest Wells Fargo fan (Mainly because I was with Wachovia) and I am closing my accounts. BUT I had an awesome customer service rep today. He was so kind and wasn't pushy at all. I wish I could remember his name.	1	0	0
6806028948_10150958663858949	I've been trying since early this morning to get on the website to book my flight. I'm not using the 35% off. Finally got on a few minutes ago only to see the prices have gone up!!!!!!  This is an odd since of loyalty to their customers.	0	1	0
8103318119_10150590661758120	"Why do you not offer free ship to store like many big retail chains do?  Target is a huge company, I would think by now, ship to store would be available.  This is a little surprising to me.  There is an item I would like to purchase, but it is not available for online purchase but is showing that stores 100 mi from here do carry it.  The online # is 13921976 and the store item # is 024-07-1354.  Please get back with me at your earliest convenience.  Thank you."	0	0	1
17648521247_10151312156881248	"I bought 5 pairs of men's pants online a month ago and three of them are literally falling apart already. I've bought this same brand in the past with no issues and believe this is a manufacturing defect ... the bottom hem is separating on the lower edge ... the fabric itself is just like it's been cut! What is the best way to get these replaces ... at our local store or sending them back? Do I need to call customer service for a reference number or something if I send them back? I'd like them replaced, not a refund. Thanks!"	0	1	0
199504650087085_306069036097312	3 more trips this month. Let's see how that goes! Kinda excited... Because traveling/flying somehow still gets me excited. I'm just weird.	0	1	0
115568331790246_351976594816084	"here is what my boyfriend had to say about the visa fiasco...  ""resolution rewards?  Rite Aid should make a resolution to honor their effin' ads!"" lol"	0	1	0
6185812851_10150604514952852	"Two deals just for checking in? Sound spectacular! One of them you must be a American Express cardholder to get. But still, sounds great to us!"	1	0	0
60686173217_10151056556513218	"Can you possibly start selling fresh roasted Hatch green chiles in a store near Greenwood Indiana? I know there is a store in Bloomington selling it this weekend, but that is too far away! I know lots of people in this area who would love the opportunity to buy some! Thanks!! :)"	0	0	1
60686173217_10151091689233218	"Bravo! to the Columbus-Graceland Kroger. My shopping experience was nothing special as I walked through your aisles and shopped quickly for my weekly fare. It wasn't until I reached the checkout and was quickly greeted by a man named Chuck. He was simply a bagger but boy did he make me smile. A 5 minute interaction with Chuck had me giggling and smiling as I walked out of your store. I have seen Chuck interact with other customers in the past and I was the lucky one who he got his touch last night. Thank you for hiring people like Chuck, they make the world a better place."	1	0	0
125472670805257_487762667909587	"Hey, I am a platinum sky miles member and signed up for expedited security. First month was great! Thanks.  Problem is the last three month I have traveled 20+ trips and not been expedited on any of them?  What happened?"	0	1	0
12699262021_10151133338267022	May anybody help me? How I get a bill of several item bought past monday in BestBuy? They sent by email a bill with total prices but I need specific price by each item? Appreciate your soon response. Tks	0	0	1
17648521247_10150820865646248	Hello.  Has the breatheability of polyester fabric improved over the years?  I see so many blouses I would like to use with my pencil skirts but polyester doesn't really let your skin breathe.    Please do let me know! Thanks!	0	0	1
92979593115_10151217217468116	"I am a customer and I would like to personally thank CVS for raising money for A.L.S. at their stores. With support from companies like you, we will find a cure to beat this unbelievably cruel disease."	1	0	0
124728879505_10150473077569506	"I use Campbell's soup all the time..Chicken noodle is my favorite as far as canned chicken noodle goes..there is none better in my eyes..I always have at least 3 cases of the different soups in my house at one time, cause I use it in cooking continuously..Use the chicken gumbo in your sloppy Jo's..it gives them a deliciously sweet flavor..yummy!! I do have one gripe tho..a month or so ago, I bought a case of the cream of mushroom, and instead of being creamy, it was solid but had a watery-like texture to it..like it had been frozen, and it did not cream up very well in my tuna casserole like it normally does, so I was very dissapointed with that case..didn't taste the same either..otherwise Campbell's is the BEST!!!"	0	1	0
92979593115_10150520458933116	"I just watched the video about sending extracare bucks to your card. I was at CVS last night and got a printout, but I would prefer they get added to my card. Do I have to ask for that option before my receipt prints, or sign up somewhere?"	0	0	1
117497138610_10151144138318611	"Hey Walgreens, did you know that most of your former customers, including me are not impressed with your new rewards points program? I have not shopped nearly as much as I use to with your RR's and I like the old rewards card program!! If your interested in what your customers have to say, check out the Walgreens comments on the website thekrazycouponlady.com.  Most people hate your new program. I will be shopping a whole lot less with you. So sorry you had to end a good thing. I loved all the RR's. Especially as a couponer. Oh well, I'll find another store"	0	1	0
179590995428478_440290979358477	"I went ahead an closed my BofA accounts last Tuesday due to having linked it to PayPal, someone stole my PayPal info and tried to hit my BofA Account. I was told the account was closed but if some transaction happens then it'll reopen my account automatically and leave me in negative numbers !! what?! how is this?? This is the exact reason I had to CLOSE the accounts... avoid charges due to account fraud... someone had any problems with accounts reopening, how can I avoid this?"	0	1	0
